,Player,Serve Rating,% 1st Serve,% 1st Serve Points Won,% 2st Serve Points Won,% Service Games Won,Avg. Aces/ Match,Avg. Double Faults/Match,Year,Board_Type,Return Rating,% 1st Serve Return Points Won,% 2nd Serve Return Points Won,% Return Games Won,% Break Points Converted
23,Richard Gasquet,,,,,,,,2015,return,142.5,28.8%,50.4%,22.5%,40.8%
24,Pablo Cuevas,,,,,,,,2015,return,142.1,29.7%,47.2%,21.9%,43.3%
25,Tommy Robredo,,,,,,,,2015,return,142.0,29.6%,47.3%,23.0%,42.1%
26,Jack Sock,,,,,,,,2015,return,141.6,27.9%,46.8%,22.4%,44.5%
27,Federico Delbonis,,,,,,,,2015,return,141.3,29.3%,49.9%,21.7%,40.4%
28,Adrian Mannarino,,,,,,,,2015,return,141.3,28.8%,50.1%,23.1%,39.3%
29,Mikhail Kukushkin,,,,,,,,2015,return,141.1,25.7%,50.9%,21.0%,43.5%
30,Donald Young,,,,,,,,2015,return,140.8,28.2%,50.9%,23.3%,38.4%
31,Thomaz Bellucci,,,,,,,,2015,return,139.7,29.5%,50.9%,21.4%,37.9%
32,Joao Sousa,,,,,,,,2015,return,139.0,29.3%,49.3%,21.8%,38.6%
33,Pablo Carreno Busta,,,,,,,,2015,return,138.2,28.6%,49.9%,21.0%,38.7%
34,Yen-Hsun Lu,,,,,,,,2015,return,138.0,27.8%,49.9%,20.9%,39.4%
35,Viktor Troicki,,,,,,,,2015,return,137.7,28.8%,48.7%,21.0%,39.2%
36,Aljaz Bedene,,,,,,,,2015,return,137.2,26.1%,50.0%,19.9%,41.2%
37,Stan Wawrinka,,,,,,,,2015,return,137.2,28.3%,49.1%,21.4%,38.4%
38,Tommy Paul,,,,,,,,2015,return,136.8,26.2%,46.3%,21.4%,42.9%
39,Dusan Lajovic,,,,,,,,2015,return,136.5,27.7%,49.4%,22.0%,37.4%
40,Jiri Vesely,,,,,,,,2015,return,136.5,28.1%,47.1%,19.6%,41.7%
41,Grigor Dimitrov,,,,,,,,2015,return,136.4,29.1%,49.5%,21.0%,36.8%
42,Santiago Giraldo,,,,,,,,2015,return,136.0,28.2%,49.2%,21.6%,37.0%
43,Jeremy Chardy,,,,,,,,2015,return,135.7,26.7%,49.5%,19.1%,40.4%
44,Marcel Granollers,,,,,,,,2015,return,135.7,27.7%,48.2%,20.7%,39.1%
45,Denis Istomin,,,,,,,,2015,return,135.7,27.6%,49.6%,19.6%,38.9%
46,Jo-Wilfried Tsonga,,,,,,,,2015,return,135.2,29.3%,48.0%,20.4%,37.5%
47,Alexander Zverev,,,,,,,,2015,return,135.0,24.4%,48.5%,18.4%,43.7%
48,Marin Cilic,,,,,,,,2015,return,134.0,28.2%,49.8%,18.4%,37.6%
49,Bernard Tomic,,,,,,,,2015,return,133.4,25.1%,48.2%,20.1%,40.0%
50,Daniel Gimeno-Traver,,,,,,,,2015,return,133.2,28.5%,48.6%,20.3%,35.8%
1,Ivo Karlovic,313.7,66.8%,84.1%,54.4%,92.7%,18.5,2.8,2014,serve,,,,,
2,John Isner,313.1,68.2%,78.8%,57.4%,93.1%,17.4,1.8,2014,serve,,,,,
3,Milos Raonic,301.4,61.4%,82.6%,54.0%,90.0%,16.5,3.1,2014,serve,,,,,
4,Roger Federer,297.4,63.8%,78.6%,57.8%,90.7%,8.0,1.5,2014,serve,,,,,
5,Andrey Rublev,294.6,63.4%,77.8%,57.7%,91.7%,4.0,0.0,2014,serve,,,,,
6,Novak Djokovic,290.5,66.7%,75.0%,56.4%,87.7%,6.2,1.5,2014,serve,,,,,
7,Sam Querrey,289.7,60.7%,79.1%,51.6%,86.7%,14.4,2.8,2014,serve,,,,,
8,Bernard Tomic,289.4,67.1%,74.6%,54.2%,85.3%,9.3,1.1,2014,serve,,,,,
9,Jo-Wilfried Tsonga,289.1,61.8%,77.1%,54.5%,87.3%,10.7,2.3,2014,serve,,,,,
10,Kevin Anderson,287.1,66.0%,75.4%,51.0%,85.9%,11.7,2.9,2014,serve,,,,,
11,Rafael Nadal,284.7,70.2%,72.2%,55.4%,85.3%,3.1,1.5,2014,serve,,,,,
12,Feliciano Lopez,283.8,60.0%,77.7%,52.9%,86.3%,10.0,3.1,2014,serve,,,,,
13,Grigor Dimitrov,282.8,60.7%,77.4%,53.6%,86.5%,7.8,3.2,2014,serve,,,,,
14,Richard Gasquet,281.9,65.4%,72.8%,56.1%,83.5%,5.8,1.7,2014,serve,,,,,
15,Tomas Berdych,281.6,57.6%,78.3%,53.8%,86.3%,8.2,2.6,2014,serve,,,,,
16,Ernests Gulbis,280.4,60.2%,78.0%,50.5%,84.9%,10.5,3.7,2014,serve,,,,,
17,Stan Wawrinka,280.4,55.5%,78.8%,54.3%,85.9%,8.6,2.7,2014,serve,,,,,
18,Tommy Robredo,279.7,64.3%,73.7%,54.0%,84.6%,5.1,2.0,2014,serve,,,,,
19,Marin Cilic,278.5,56.7%,78.9%,50.4%,84.9%,10.4,2.8,2014,serve,,,,,
20,Denis Istomin,278.1,68.1%,72.0%,51.0%,81.6%,7.0,1.6,2014,serve,,,,,
21,Jack Sock,277.7,58.9%,76.0%,54.1%,86.2%,6.4,3.9,2014,serve,,,,,
22,Philipp Kohlschreiber,277.1,59.4%,73.3%,56.0%,84.3%,5.7,1.6,2014,serve,,,,,
23,Steve Johnson,276.3,59.1%,75.4%,51.7%,84.4%,8.2,2.5,2014,serve,,,,,
24,Gael Monfils,275.2,64.7%,73.4%,50.3%,82.3%,8.6,4.1,2014,serve,,,,,
25,Vasek Pospisil,275.2,59.3%,75.3%,51.9%,83.2%,9.3,3.8,2014,serve,,,,,
26,Roberto Bautista Agut,273.3,69.0%,69.6%,52.9%,81.1%,2.7,2.0,2014,serve,,,,,
27,Leonardo Mayer,273.3,60.0%,74.9%,53.5%,82.4%,6.6,4.1,2014,serve,,,,,
28,Kei Nishikori,272.9,60.4%,73.4%,53.7%,83.9%,4.3,2.8,2014,serve,,,,,
29,Julien Benneteau,272.8,64.2%,72.4%,49.9%,81.6%,7.6,2.9,2014,serve,,,,,
30,Jeremy Chardy,272.3,58.9%,76.6%,50.1%,82.2%,8.5,4.0,2014,serve,,,,,
31,Edouard Roger-Vasselin,271.4,66.6%,70.1%,51.1%,81.6%,4.3,2.3,2014,serve,,,,,
32,Fernando Verdasco,271.4,65.9%,71.7%,50.9%,81.9%,5.7,4.7,2014,serve,,,,,
33,Alexandr Dolgopolov,270.4,55.1%,75.5%,51.9%,81.5%,8.5,2.1,2014,serve,,,,,
34,Ivan Dodig,269.0,58.7%,75.4%,49.1%,80.7%,8.5,3.4,2014,serve,,,,,
35,Federico Delbonis,268.6,62.2%,70.9%,53.3%,80.7%,4.1,2.6,2014,serve,,,,,
36,Andy Murray,268.6,59.7%,73.9%,50.9%,80.8%,6.0,2.7,2014,serve,,,,,
37,Yen-Hsun Lu,267.9,64.0%,70.9%,52.4%,79.8%,3.8,3.0,2014,serve,,,,,
38,Nicolas Mahut,267.5,60.7%,72.6%,49.9%,80.0%,7.7,3.4,2014,serve,,,,,
39,Jan-Lennard Struff,266.6,58.5%,73.6%,50.5%,80.1%,6.2,2.3,2014,serve,,,,,
40,Sergiy Stakhovsky,266.5,63.7%,72.9%,47.3%,79.7%,6.3,3.4,2014,serve,,,,,
41,Jiri Vesely,265.7,62.7%,71.4%,51.6%,78.4%,5.7,4.1,2014,serve,,,,,
42,Benjamin Becker,264.6,58.6%,73.9%,49.4%,79.4%,6.2,2.9,2014,serve,,,,,
43,Radek Stepanek,264.0,59.8%,72.3%,50.5%,79.0%,5.8,3.4,2014,serve,,,,,
44,Santiago Giraldo,263.4,63.4%,69.8%,50.0%,77.9%,3.7,1.4,2014,serve,,,,,
45,David Ferrer,262.8,63.0%,69.0%,52.4%,78.7%,2.2,2.5,2014,serve,,,,,
46,Dmitry Tursunov,262.0,61.1%,69.0%,50.9%,78.5%,5.6,3.1,2014,serve,,,,,
47,Juan Monaco,261.2,69.9%,64.1%,53.5%,73.4%,1.9,1.6,2014,serve,,,,,
48,David Goffin,261.1,55.7%,73.1%,51.2%,78.6%,6.1,3.6,2014,serve,,,,,
49,Jerzy Janowicz,261.1,60.0%,73.6%,47.1%,78.5%,8.6,6.7,2014,serve,,,,,
50,Jarkko Nieminen,261.1,64.8%,70.1%,49.0%,76.6%,3.2,2.6,2014,serve,,,,,
1,Rafael Nadal,,,,,,,,2014,return,174.7,35.0%,56.3%,35.0%,48.4%
2,Novak Djokovic,,,,,,,,2014,return,169.1,32.8%,57.6%,33.3%,45.4%
3,David Ferrer,,,,,,,,2014,return,165.6,34.1%,55.7%,32.8%,43.0%
4,Andy Murray,,,,,,,,2014,return,164.1,33.4%,55.0%,31.9%,43.8%
5,Pablo Andujar,,,,,,,,2014,return,155.5,31.8%,53.0%,29.0%,41.7%
6,Juan Monaco,,,,,,,,2014,return,155.4,31.5%,52.5%,28.8%,42.6%
7,Lleyton Hewitt,,,,,,,,2014,return,154.0,29.9%,53.9%,26.7%,43.5%
8,Gilles Simon,,,,,,,,2014,return,154.0,30.5%,52.5%,25.8%,45.2%
9,Kei Nishikori,,,,,,,,2014,return,152.9,30.0%,53.4%,27.6%,41.9%
10,Carlos Berlocq,,,,,,,,2014,return,152.8,31.7%,52.2%,27.2%,41.7%
11,Roberto Bautista Agut,,,,,,,,2014,return,152.8,31.1%,52.5%,26.2%,43.0%
12,Fabio Fognini,,,,,,,,2014,return,152.5,31.6%,51.0%,27.3%,42.6%
13,Gael Monfils,,,,,,,,2014,return,150.5,33.5%,50.1%,27.1%,39.8%
14,Albert Ramos-Vinolas,,,,,,,,2014,return,150.4,31.0%,49.5%,24.5%,45.4%
15,Adrian Mannarino,,,,,,,,2014,return,150.2,28.8%,51.4%,25.2%,44.8%
16,David Goffin,,,,,,,,2014,return,149.4,29.1%,52.9%,26.6%,40.8%
17,Guillermo Garcia-Lopez,,,,,,,,2014,return,148.7,32.3%,50.3%,25.9%,40.2%
18,Roger Federer,,,,,,,,2014,return,148.5,32.1%,50.9%,26.1%,39.4%
19,Tomas Berdych,,,,,,,,2014,return,148.1,29.7%,53.7%,25.3%,39.4%
20,Martin Klizan,,,,,,,,2014,return,147.3,29.4%,52.0%,24.3%,41.6%
21,Dudi Sela,,,,,,,,2014,return,147.1,29.5%,51.5%,24.2%,41.9%
22,Teymuraz Gabashvili,,,,,,,,2014,return,145.8,29.2%,51.6%,23.8%,41.2%
23,Philipp Kohlschreiber,,,,,,,,2014,return,145.7,29.5%,50.0%,23.2%,43.0%
24,Mikhail Youzhny,,,,,,,,2014,return,144.3,30.2%,50.0%,24.2%,39.9%
25,Grigor Dimitrov,,,,,,,,2014,return,144.1,29.4%,50.2%,22.2%,42.3%
26,Santiago Giraldo,,,,,,,,2014,return,144.0,29.6%,49.1%,23.0%,42.3%
27,Radek Stepanek,,,,,,,,2014,return,143.8,29.8%,51.1%,23.1%,39.8%
28,Stan Wawrinka,,,,,,,,2014,return,143.6,29.0%,50.2%,22.4%,42.0%
29,Dmitry Tursunov,,,,,,,,2014,return,142.1,26.5%,49.2%,20.3%,46.1%
30,Pablo Carreno Busta,,,,,,,,2014,return,141.4,28.5%,50.0%,22.0%,40.9%
31,Marcel Granollers,,,,,,,,2014,return,141.3,29.4%,49.0%,22.5%,40.4%
32,Alexandr Dolgopolov,,,,,,,,2014,return,141.2,29.8%,50.9%,22.6%,37.9%
33,Donald Young,,,,,,,,2014,return,140.8,29.6%,50.4%,22.0%,38.8%
34,Ernests Gulbis,,,,,,,,2014,return,140.3,28.7%,49.9%,21.3%,40.4%
35,Marin Cilic,,,,,,,,2014,return,139.8,30.0%,50.0%,22.2%,37.6%
36,Fernando Verdasco,,,,,,,,2014,return,139.5,30.1%,48.8%,21.8%,38.8%
37,Yen-Hsun Lu,,,,,,,,2014,return,138.8,25.8%,51.1%,20.7%,41.2%
38,Jurgen Melzer,,,,,,,,2014,return,138.4,28.8%,50.0%,21.9%,37.7%
39,Dominic Thiem,,,,,,,,2014,return,138.3,29.3%,49.9%,22.2%,36.9%
40,Daniel Gimeno-Traver,,,,,,,,2014,return,137.5,29.6%,47.2%,21.6%,39.1%
41,Andreas Seppi,,,,,,,,2014,return,137.5,30.6%,48.9%,21.5%,36.5%
42,Richard Gasquet,,,,,,,,2014,return,136.8,28.1%,49.6%,20.8%,38.3%
43,Igor Sijsling,,,,,,,,2014,return,136.8,27.1%,50.0%,20.0%,39.7%
44,Mikhail Kukushkin,,,,,,,,2014,return,136.6,26.8%,51.2%,21.9%,36.7%
45,Andrey Golubev,,,,,,,,2014,return,136.4,27.7%,45.3%,19.2%,44.2%
46,Jarkko Nieminen,,,,,,,,2014,return,136.1,25.9%,51.7%,20.4%,38.1%
47,Marinko Matosevic,,,,,,,,2014,return,136.0,27.9%,50.4%,19.9%,37.8%
48,Tommy Robredo,,,,,,,,2014,return,135.6,28.8%,49.0%,20.5%,37.3%
49,Alexander Zverev,,,,,,,,2014,return,135.5,30.6%,48.0%,24.0%,32.9%
50,Julien Benneteau,,,,,,,,2014,return,135.3,28.1%,48.9%,21.2%,37.1%
1,John Isner,307.0,67.8%,78.4%,56.2%,90.0%,16.3,1.7,2013,serve,,,,,
2,Milos Raonic,300.5,62.6%,81.7%,53.2%,91.3%,14.7,3.0,2013,serve,,,,,
3,Novak Djokovic,293.0,65.8%,74.9%,59.6%,88.0%,6.3,1.6,2013,serve,,,,,
4,Rafael Nadal,288.5,69.4%,73.0%,56.8%,88.1%,2.7,1.5,2013,serve,,,,,
5,Kevin Anderson,287.6,64.5%,75.9%,53.7%,85.6%,10.9,3.0,2013,serve,,,,,
6,Jo-Wilfried Tsonga,286.7,63.1%,76.0%,53.4%,88.0%,8.3,2.1,2013,serve,,,,,
7,Roger Federer,285.7,62.7%,76.4%,55.3%,86.6%,6.4,1.7,2013,serve,,,,,
8,Juan Martin del Potro,284.7,64.8%,74.5%,53.9%,86.5%,7.1,2.1,2013,serve,,,,,
9,Daniel Brands,284.6,66.9%,73.0%,53.8%,84.6%,8.5,2.2,2013,serve,,,,,
10,Bernard Tomic,281.1,67.9%,71.6%,51.4%,83.5%,8.0,1.3,2013,serve,,,,,
11,Nicolas Almagro,280.3,56.7%,77.8%,53.8%,84.9%,9.6,2.5,2013,serve,,,,,
12,Sam Querrey,280.1,59.9%,79.0%,48.2%,83.8%,12.8,3.6,2013,serve,,,,,
13,Tomas Berdych,279.9,58.6%,77.7%,51.8%,86.0%,8.1,2.3,2013,serve,,,,,
14,Philipp Kohlschreiber,279.1,59.4%,74.7%,55.6%,84.7%,6.5,1.8,2013,serve,,,,,
15,Marin Cilic,278.8,56.1%,76.5%,55.9%,84.3%,8.4,2.4,2013,serve,,,,,
16,Andy Murray,278.5,62.3%,74.5%,52.2%,84.5%,7.2,2.2,2013,serve,,,,,
17,Vasek Pospisil,278.2,54.7%,79.3%,51.4%,85.6%,11.2,4.0,2013,serve,,,,,
18,Grigor Dimitrov,277.8,61.7%,76.1%,51.2%,83.5%,8.1,2.8,2013,serve,,,,,
19,Stan Wawrinka,277.6,59.7%,73.9%,55.0%,84.7%,6.9,2.6,2013,serve,,,,,
20,Feliciano Lopez,277.3,58.5%,74.8%,53.0%,83.5%,11.1,3.6,2013,serve,,,,,
21,Jerzy Janowicz,275.9,60.8%,76.2%,50.0%,83.5%,10.7,5.3,2013,serve,,,,,
22,Tommy Haas,275.6,61.1%,74.2%,53.9%,83.6%,6.1,3.3,2013,serve,,,,,
23,Richard Gasquet,275.1,60.5%,73.8%,54.2%,83.2%,6.1,2.7,2013,serve,,,,,
24,Denis Istomin,274.0,63.6%,72.0%,51.8%,82.3%,6.3,2.0,2013,serve,,,,,
25,Ernests Gulbis,273.6,61.0%,76.4%,48.9%,83.1%,7.8,3.6,2013,serve,,,,,
26,Ivan Dodig,273.4,59.6%,74.0%,52.0%,81.5%,9.3,3.0,2013,serve,,,,,
27,Gael Monfils,270.9,66.0%,71.5%,49.1%,80.3%,7.7,3.7,2013,serve,,,,,
28,Igor Sijsling,269.9,57.9%,75.3%,49.6%,80.2%,8.9,2.0,2013,serve,,,,,
29,Victor Hanescu,269.8,70.3%,67.7%,50.7%,78.6%,3.6,1.1,2013,serve,,,,,
30,Fernando Verdasco,269.0,61.5%,72.6%,52.9%,81.1%,5.9,5.0,2013,serve,,,,,
31,Jeremy Chardy,268.7,60.6%,74.1%,49.5%,81.4%,8.3,5.2,2013,serve,,,,,
32,Janko Tipsarevic,266.6,57.6%,72.0%,52.2%,80.8%,6.2,2.2,2013,serve,,,,,
33,Robin Haase,266.1,62.0%,71.7%,48.8%,80.4%,6.0,2.8,2013,serve,,,,,
34,Marcos Baghdatis,265.6,52.9%,75.0%,52.1%,82.3%,7.6,4.3,2013,serve,,,,,
35,Carlos Berlocq,265.4,67.8%,69.3%,51.1%,76.2%,3.3,2.3,2013,serve,,,,,
36,David Ferrer,265.3,62.8%,70.1%,53.0%,78.5%,3.2,2.3,2013,serve,,,,,
37,Tommy Robredo,265.2,60.9%,71.3%,52.0%,78.7%,4.5,2.2,2013,serve,,,,,
38,Mikhail Youzhny,265.1,62.4%,70.4%,50.5%,79.9%,4.4,2.5,2013,serve,,,,,
39,Julien Benneteau,264.4,64.0%,69.9%,50.1%,77.2%,6.0,2.8,2013,serve,,,,,
40,Dmitry Tursunov,264.4,57.2%,74.4%,49.0%,81.0%,7.4,4.6,2013,serve,,,,,
41,Edouard Roger-Vasselin,264.2,63.7%,70.1%,50.1%,78.9%,3.9,2.5,2013,serve,,,,,
42,Roberto Bautista Agut,264.1,71.1%,64.9%,52.2%,75.4%,2.2,1.7,2013,serve,,,,,
43,Yen-Hsun Lu,264.0,62.8%,70.2%,51.8%,78.5%,3.9,3.2,2013,serve,,,,,
44,Evgeny Donskoy,263.5,57.6%,72.8%,49.4%,80.4%,5.8,2.5,2013,serve,,,,,
45,Santiago Giraldo,263.1,63.6%,68.7%,51.0%,77.4%,4.2,1.8,2013,serve,,,,,
46,Florian Mayer,262.9,63.4%,68.5%,50.6%,77.7%,4.4,1.7,2013,serve,,,,,
47,Jurgen Melzer,262.7,65.6%,67.7%,50.3%,77.4%,4.5,2.8,2013,serve,,,,,
48,Jarkko Nieminen,262.5,65.9%,67.5%,50.8%,77.2%,3.3,2.2,2013,serve,,,,,
49,Karen Khachanov,261.9,62.2%,69.4%,50.4%,75.9%,6.6,2.6,2013,serve,,,,,
50,Juan Monaco,261.3,69.5%,64.7%,53.3%,73.7%,2.0,1.9,2013,serve,,,,,
1,Rafael Nadal,,,,,,,,2013,return,169.6,34.8%,54.2%,33.8%,46.8%
2,Novak Djokovic,,,,,,,,2013,return,165.9,35.4%,55.2%,33.2%,42.1%
3,David Ferrer,,,,,,,,2013,return,165.5,34.1%,56.2%,33.0%,42.2%
4,Andy Murray,,,,,,,,2013,return,163.4,33.7%,54.7%,31.0%,44.0%
5,Juan Monaco,,,,,,,,2013,return,161.2,32.2%,54.9%,30.8%,43.3%
6,Fabio Fognini,,,,,,,,2013,return,160.6,33.3%,53.7%,30.7%,42.9%
7,Nikolay Davydenko,,,,,,,,2013,return,160.0,32.3%,52.0%,27.8%,47.9%
8,Kei Nishikori,,,,,,,,2013,return,159.2,31.3%,54.8%,30.0%,43.1%
9,Gilles Simon,,,,,,,,2013,return,152.5,32.1%,52.2%,27.4%,40.8%
10,Lleyton Hewitt,,,,,,,,2013,return,152.0,29.4%,52.2%,26.0%,44.4%
11,Tobias Kamke,,,,,,,,2013,return,151.5,30.1%,52.3%,26.1%,43.0%
12,Tomas Berdych,,,,,,,,2013,return,150.5,30.3%,53.9%,25.1%,41.2%
13,Ernests Gulbis,,,,,,,,2013,return,150.5,31.3%,50.2%,25.2%,43.8%
14,Tommy Robredo,,,,,,,,2013,return,150.2,32.6%,49.9%,26.7%,41.0%
15,Roberto Bautista Agut,,,,,,,,2013,return,149.9,30.5%,52.6%,25.2%,41.6%
16,Nicolas Almagro,,,,,,,,2013,return,149.5,29.0%,51.7%,24.7%,44.1%
17,Roger Federer,,,,,,,,2013,return,149.4,33.0%,51.1%,25.9%,39.4%
18,Alejandro Falla,,,,,,,,2013,return,149.4,29.3%,50.9%,24.4%,44.8%
19,Carlos Berlocq,,,,,,,,2013,return,148.6,29.7%,53.0%,25.1%,40.8%
20,Richard Gasquet,,,,,,,,2013,return,148.5,30.3%,53.9%,25.5%,38.8%
21,Marin Cilic,,,,,,,,2013,return,147.8,29.8%,51.8%,23.8%,42.4%
22,Mikhail Youzhny,,,,,,,,2013,return,147.3,29.6%,51.2%,24.8%,41.7%
23,Guillermo Garcia-Lopez,,,,,,,,2013,return,147.2,29.4%,53.0%,24.5%,40.3%
24,Radek Stepanek,,,,,,,,2013,return,147.2,30.0%,52.1%,25.6%,39.5%
25,Marcel Granollers,,,,,,,,2013,return,147.0,28.7%,52.3%,23.6%,42.4%
26,Yen-Hsun Lu,,,,,,,,2013,return,146.8,30.3%,52.4%,24.9%,39.2%
27,Jarkko Nieminen,,,,,,,,2013,return,146.5,27.1%,52.9%,24.1%,42.4%
28,Benoit Paire,,,,,,,,2013,return,146.5,32.1%,49.4%,24.3%,40.7%
29,David Goffin,,,,,,,,2013,return,146.0,31.6%,48.3%,23.0%,43.1%
30,Juan Martin del Potro,,,,,,,,2013,return,145.9,28.3%,53.0%,23.5%,41.1%
31,Gael Monfils,,,,,,,,2013,return,145.6,32.4%,48.0%,25.3%,39.9%
32,Marinko Matosevic,,,,,,,,2013,return,145.5,29.1%,51.7%,24.8%,39.9%
33,Ivan Dodig,,,,,,,,2013,return,145.4,28.8%,49.2%,23.1%,44.3%
34,Julien Benneteau,,,,,,,,2013,return,143.7,30.0%,50.3%,23.8%,39.6%
35,Alexander Zverev,,,,,,,,2013,return,142.8,40.5%,35.7%,33.3%,33.3%
36,Viktor Troicki,,,,,,,,2013,return,142.4,32.5%,47.3%,23.7%,38.9%
37,Andreas Seppi,,,,,,,,2013,return,142.3,28.7%,51.1%,23.3%,39.2%
38,Stan Wawrinka,,,,,,,,2013,return,142.2,30.6%,50.0%,23.3%,38.3%
39,Florian Mayer,,,,,,,,2013,return,141.5,30.3%,47.5%,22.8%,40.9%
40,Albert Ramos-Vinolas,,,,,,,,2013,return,141.5,29.9%,49.0%,22.7%,39.9%
41,Dmitry Tursunov,,,,,,,,2013,return,141.4,27.8%,50.2%,21.7%,41.7%
42,Tommy Haas,,,,,,,,2013,return,141.2,30.6%,48.7%,23.7%,38.2%
43,Jo-Wilfried Tsonga,,,,,,,,2013,return,139.5,29.8%,46.9%,20.8%,42.0%
44,Robin Haase,,,,,,,,2013,return,139.3,28.3%,48.9%,20.4%,41.7%
45,Fernando Verdasco,,,,,,,,2013,return,139.2,29.9%,50.5%,21.4%,37.4%
46,Karen Khachanov,,,,,,,,2013,return,138.5,25.3%,50.8%,18.9%,43.5%
47,Pablo Andujar,,,,,,,,2013,return,138.2,28.9%,51.2%,22.2%,35.9%
48,Grigor Dimitrov,,,,,,,,2013,return,137.4,29.5%,48.1%,21.6%,38.2%
49,Xavier Malisse,,,,,,,,2013,return,137.4,27.0%,51.6%,19.9%,38.9%
50,Alexandr Dolgopolov,,,,,,,,2013,return,136.4,28.3%,49.4%,21.2%,37.5%
1,John Isner,309.3,68.7%,77.8%,56.6%,91.6%,16.8,2.2,2012,serve,,,,,
2,Milos Raonic,305.0,61.7%,82.3%,55.5%,92.7%,16.2,3.4,2012,serve,,,,,
3,Roger Federer,298.3,62.9%,77.7%,59.9%,91.0%,8.3,1.5,2012,serve,,,,,
4,Ivo Karlovic,296.9,64.9%,79.1%,51.6%,87.3%,16.9,2.9,2012,serve,,,,,
5,Rafael Nadal,289.0,67.4%,74.6%,57.1%,87.8%,3.3,1.2,2012,serve,,,,,
6,Juan Martin del Potro,287.3,64.7%,75.1%,54.6%,87.5%,7.5,2.1,2012,serve,,,,,
7,Gilles Muller,286.8,61.2%,80.5%,49.0%,85.8%,13.3,3.0,2012,serve,,,,,
8,Novak Djokovic,286.7,64.2%,74.9%,56.4%,87.0%,5.9,1.7,2012,serve,,,,,
9,Kevin Anderson,285.9,63.6%,75.4%,53.3%,85.4%,11.4,3.2,2012,serve,,,,,
10,Andy Roddick,285.7,66.2%,74.8%,53.1%,84.2%,9.2,1.8,2012,serve,,,,,
11,Jo-Wilfried Tsonga,283.6,61.9%,75.8%,53.1%,86.1%,8.6,1.9,2012,serve,,,,,
12,Tomas Berdych,282.5,58.7%,77.5%,53.3%,86.9%,8.4,2.3,2012,serve,,,,,
13,Nicolas Almagro,281.5,57.1%,76.8%,55.1%,85.8%,8.7,2.0,2012,serve,,,,,
14,Sam Querrey,280.7,57.6%,79.8%,50.3%,85.3%,11.6,3.9,2012,serve,,,,,
15,Philipp Kohlschreiber,280.5,60.3%,73.8%,55.9%,84.8%,7.6,1.9,2012,serve,,,,,
16,David Ferrer,279.9,63.4%,73.1%,56.7%,85.5%,3.3,2.1,2012,serve,,,,,
17,Feliciano Lopez,279.3,57.1%,77.4%,52.0%,86.0%,10.2,3.4,2012,serve,,,,,
18,Richard Gasquet,279.0,63.2%,72.8%,55.6%,83.8%,5.5,1.9,2012,serve,,,,,
19,Mardy Fish,278.1,53.1%,77.8%,54.9%,85.1%,9.7,2.5,2012,serve,,,,,
20,Andy Murray,277.1,59.9%,74.0%,54.4%,83.9%,7.2,2.3,2012,serve,,,,,
21,Janko Tipsarevic,276.2,57.8%,75.3%,54.4%,83.2%,7.8,2.3,2012,serve,,,,,
22,Denis Istomin,274.9,64.5%,71.4%,52.8%,80.7%,7.1,1.6,2012,serve,,,,,
23,Grigor Dimitrov,273.9,62.2%,72.6%,52.9%,81.8%,7.2,2.8,2012,serve,,,,,
24,Fernando Verdasco,272.5,68.9%,70.3%,51.1%,81.4%,4.6,3.8,2012,serve,,,,,
25,Tommy Haas,271.4,60.0%,74.5%,51.8%,82.3%,6.2,3.4,2012,serve,,,,,
26,Ryan Harrison,269.6,61.8%,71.4%,52.1%,80.5%,6.5,2.7,2012,serve,,,,,
27,Stan Wawrinka,269.3,55.8%,73.0%,53.2%,82.4%,7.6,2.7,2012,serve,,,,,
28,Lukas Rosol,269.1,58.9%,74.0%,50.5%,81.6%,7.2,3.1,2012,serve,,,,,
29,Edouard Roger-Vasselin,268.7,64.3%,71.4%,50.3%,80.4%,5.0,2.7,2012,serve,,,,,
30,Mikhail Youzhny,268.6,62.2%,71.4%,52.5%,80.2%,4.4,2.1,2012,serve,,,,,
31,Santiago Giraldo,268.3,66.1%,67.3%,53.3%,79.8%,2.7,0.9,2012,serve,,,,,
32,Xavier Malisse,268.3,58.2%,73.6%,51.6%,79.9%,7.0,2.0,2012,serve,,,,,
33,Nicolas Mahut,268.1,61.0%,72.2%,50.2%,79.4%,8.0,2.7,2012,serve,,,,,
34,Alexandr Dolgopolov,267.7,53.5%,75.4%,52.2%,81.0%,7.8,2.2,2012,serve,,,,,
35,Julien Benneteau,267.5,65.4%,71.0%,48.9%,79.3%,6.8,3.9,2012,serve,,,,,
36,Sergiy Stakhovsky,266.2,59.4%,71.2%,51.9%,80.3%,6.5,3.1,2012,serve,,,,,
37,Jeremy Chardy,265.8,56.3%,74.4%,50.2%,81.6%,7.4,4.1,2012,serve,,,,,
38,Steve Darcis,265.3,63.9%,68.8%,52.3%,77.3%,4.2,1.2,2012,serve,,,,,
39,Marin Cilic,264.9,55.1%,72.4%,53.2%,80.6%,6.3,2.7,2012,serve,,,,,
40,Marcos Baghdatis,264.8,54.8%,73.4%,52.7%,80.6%,6.5,3.2,2012,serve,,,,,
41,Florian Mayer,264.8,61.0%,70.6%,52.3%,78.1%,4.0,1.2,2012,serve,,,,,
42,Juan Monaco,264.7,68.4%,66.9%,52.7%,77.0%,1.7,2.0,2012,serve,,,,,
